address	name	kind	sources	facts	note
004257a0	TEXT_DrawGlyph	descriptive	docs engine.md; blind review (high); adjudicated AGREE (the reviewer saw this function's existing name in a helper file)	const:40c; call:00425593; call:00401935; caller:00425b4c; size:152	Draws one character, advances x.
00425838	TEXT_GetWidth	descriptive	docs engine.md; blind review (high); adjudicated AGREE	call:vsprintf_; const:40c; caller:00425b4c; size:156	Formats and returns pixel width.
00425b4c	TEXT_PrintCentered	descriptive	docs engine.md; blind review (high); adjudicated AGREE	call:00425838; call:004257a0; caller:CD_PromptSwap; caller:CD_PrepareLevel; call:vsprintf_	Printf-style centred text.
00425c61	TEXT_LoadFont	descriptive	docs file-formats.md, research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	caller:GAME_Init; call:SPR_LoadSet; call:00425d77; const:40c; const:100	Loads font slot n (0x40c record) via SPR_LoadSet and caches advances; space = width of '0'.
00425f07	TEXT_PrintFaded	descriptive	docs sprites-ui-dialog.md; blind review (high); adjudicated PARTIAL	call:vsprintf_; call:00425e74; call:VID_Lock; const:280; const:40c	printf-style text drawn with one alpha per glyph: the faded twin of TEXT_Print (glyphs through 0x425e74 and TEXT_BlitGlyphFaded).
00426073	TEXT_Print	descriptive	docs boot-sequence.md, engine.md, file-formats.md; blind review (medium); adjudicated AGREE	const:280; ref:0049d9fc; call:00425fd7; call:vsprintf_; caller:00435ea0	Printf-style text with a style argument.
004268ac	VID_BlitHnm6Frame	descriptive	docs cryolib.md; blind review (high); adjudicated AGREE	call:HNM6_DecompressFrame; call:VID_Lock; const:1e0; const:96; caller:00408df2	Decodes an HNM6 frame and blits it with letterbox/subsample.
00427020	SPR_LoadPortrait	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated PARTIAL	const:1c04; const:7fe0; ref:0049ff26; call:00426fad; caller:00436ab6	Builds the picture sprite 0x49ff26 from a TABLE blob in memory.
00427315	UI_InitPyramidIcons	descriptive	docs sprites-ui-dialog.md; blind review (high); adjudicated AGREE	str:pyrambo; str:pyrcurs; call:ICON_FindByName; caller:UI_InitIcons; ref:0060ce68	Looks up the pyramid gauge icons.
00427432	SPR_DrawPortrait	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated PARTIAL	call:00401935; ref:0049ff26; caller:00436ab6; size:126	Draws the picture sprite.
004274b0	SPR_Draw	descriptive	docs engine.md, file-formats.md, sprites-ui-dialog.md; blind review (medium); adjudicated AGREE (the reviewer saw this function's existing name in a helper file)	ref:0049db0d; const:190; ref:0049da00; call:00401935; caller:00435ea0	Draws one frame of a sprite bank: 0x1c-byte frame headers from 0x60ce78[bank], row*16+col when the bank flag at 0x49db0d is set; half-size below 400 pixels.
00427859	UI_UpdatePyramidGauge	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	call:0040368b; call:00427ae9; call:SPR_Draw; const:42c80000; caller:00434596	Per-frame pyramid gauge update (life/magic, flash sprites)
00427ae9	UI_CopyFireToGauge	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	const:54; ref:0060ce6c; ref:0060ce70; caller:00427859	Copies the fire buffer into the gauge fill sprites.
004288c6	SCENE_InitTriggers	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	const:1e00; call:memset_; call:strcpy_; ref:006155e4; caller:0041f42e	Builds the 16-entry scene trigger table from the scene record.
00429061	SCENE_TickTriggers	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	ref:006155e4; ref:004a0f88; const:9c40; call:00443853; caller:0042a037	Evaluates the 16 scene triggers each frame.
0042ce4a	ENT_TickTransform	descriptive	docs sprites-ui-dialog.md; blind review (low); adjudicated PARTIAL	ref:006159b8; ref:004fbac8; call:0042d0ae; call:0042d239; caller:GAME_Tick	Transform meter.
0042d0ae	ENT_BeginTransform	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (low); adjudicated CONFLICT	const:1e8480; ref:004fbb48; ref:006159b8; call:0042c583; caller:0042ce4a	Starts the transformation (alternate actor takes over)
0042f246	MENU_DrawObjectInfo	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated CONFLICT	str:Fire ball; call:ICON_FindByName; call:SPR_Draw; call:00425f07; caller:0042f72e	Object (category 2) detail panel of the pause menu: large icon from the 9-byte name table at 0x49db12 and three text lines; called from the object grid MENU_DrawObjectPage. Byte-identical code to MENU_DrawSpellInfo.
0042f38b	MENU_HandleObjectInput	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated CONFLICT	ref:004a1004; ref:004a1008; call:ICON_FindByName; call:00446654; caller:004318d0	Object-page input: moves the cursor 0x4a1004 over the grid (count 0x4a1008, built by MENU_BuildObjectList), plays menu sounds, stores the chosen object in 0x615410.
0042f72e	MENU_DrawObjectPage	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated CONFLICT	call:0042f246; call:0042779c; call:SPR_Draw; const:e6; caller:00432b45	Draws the object page of the pause menu: equipped-object icon, grid of up to 16 objects, then MENU_DrawObjectInfo.
0042fb74	MENU_BuildObjectList	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated CONFLICT	ref:0049dfda; ref:00615410; ref:004a1008; call:ICON_FindByName; caller:004337c0	Builds the object list: the 32 inventory name slots at 0x615210 whose category byte (0x49dfda) is 2, i.e. the 16 quest/inventory objects (cleeau..surfplan); category 1 is the 14 spells.
0042fd30	MENU_DrawSpellInfo	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated CONFLICT	str:Fire ball; call:ICON_FindByName; call:00425f07; caller:00430494	Spell detail panel, called by the spell grid MENU_DrawSpellPage; byte-identical code to MENU_DrawObjectInfo.
0042fe75	MENU_HandleSpellInput	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	caller:004318d0; call:004356c4; call:0043574c; const:e0; ref:004a1024	Spell tab input: 4x4 grid, assign to three quick slots.
00430494	MENU_DrawSpellPage	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	caller:00432b45; call:0042fd30; call:0042779c; call:SPR_Draw; const:50	Draws the spell tab.
004308f2	MENU_BuildSpellList	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	ref:0049dfda; call:ICON_FindByName; caller:0043141c; caller:004337c0	Builds the available spell list.
00430a45	MENU_DrawOptionsPage	descriptive	docs research-log.md; blind review (high); adjudicated AGREE	str:Real shadow; str:Manual fight; str:Cinemascope; caller:MENU_Tick; caller:00432b45	Draws the Options page.
00430e46	MENU_InitGameMenu	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	str:UpLfNA; str:DnRg; str:Desc1; caller:004337c0; call:0040eb4f	Sets up the game menu: tab icons, labels, positions.
0043126a	MENU_DrawHelpText	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	str:Reload and play again; call:00425f07; caller:00432b45; ref:004a1543	Three-line help text for entry n.
0043141c	MENU_OpenSpellMenu	descriptive	docs sprites-ui-dialog.md; blind review (high); adjudicated AGREE	caller:GAME_HandleHotkeys; call:004308f2; call:004337c0	Hotkey: opens the game menu on the spell tab.
004314ec	MENU_UpdateResolutionIndex	descriptive	docs boot-sequence.md; blind review (medium); adjudicated CONFLICT	const:320; const:258; ref:004a2f01; caller:MENU_Tick; caller:00431603	Resolution index 0..5 from width/height/scale.
004318d0	MENU_HandleGameMenuInput	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	ref:00626fd8; call:0040ec72; call:0042fe75; call:0042f38b; call:00431603	Per-frame game-menu input.
00432b45	MENU_DrawGameMenu	descriptive	docs boot-sequence.md, research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	str:Options; str:Quit; call:00437c01; call:00430a45; call:0043126a	Draws the game menu.
004337c0	MENU_RunGameMenu	descriptive	docs boot-sequence.md, research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	call:MGM_DispatchMessages; call:004318d0; call:00430e46; caller:0043141c; caller:00431351	Main loop of the game menu.
00433c4e	BOOT_PushEventHandler	descriptive	docs boot-sequence.md; blind review (medium); adjudicated AGREE	call:0043b23e; ref:004339cf; ref:00626efc; caller:BOOT_Run	Creates a queue and installs 004339cf as the hook, saving the old one.
00433cb9	BOOT_PopEventHandler	descriptive	docs boot-sequence.md; blind review (medium); adjudicated AGREE	call:0043b2e4; ref:00626efc; ref:004a2f69; caller:BOOT_Run	Frees it and restores the saved handler.
004344ae	UI_ComputeHudScale	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (high); adjudicated AGREE	const:320; const:258; ref:004a2f19; ref:004a2f15; caller:BOOT_Run	HUD layout divisors and virtual size for the current resolution.
00434596	UI_DrawHud	descriptive	docs research-log.md, sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	call:MENJ_Dispatcher; call:00427859; call:00403b60; call:004344ae; const:1500	Per-frame in-game HUD draw.
00435ea0	MENU_Draw	descriptive	docs engine.md, sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	call:004274b0; call:00426073; caller:00435fae; ref:004a2ef9	Draws the 4 main menu items.
00435fae	MENU_Tick	descriptive	docs boot-sequence.md; blind review (medium); adjudicated AGREE	caller:00436481; call:00435ea0; call:00437aa2; call:00446654; ref:004a2eed	Main menu input tick.
004363c8	BOOT_TickFrame	descriptive	docs boot-sequence.md; blind review (medium); adjudicated PARTIAL	call:MENU_Draw; call:VID_Swap; call:00408816; ref:004a2f31; caller:BOOT_Run	Per-frame boot/menu step, 40 ms ticks.
00436481	BOOT_Run	descriptive	docs boot-sequence.md; blind review (medium); adjudicated AGREE	str:intro.hnm; str:generic.hnm; call:MGM_DispatchMessages; caller:0041745e; const:41700000	Front end: intro, generic, menu loop.
00436ab6	MENJ_PlayVoiceCaptions	descriptive	docs sprites-ui-dialog.md; blind review (medium); adjudicated AGREE	str:Again; call:00410b8c; call:00427020; caller:MENJ_Dispatcher; ref:00626810	Voice message with synchronized captions and portrait; Again/exit.
00437aa2	MENU_InitSaveSlotSelect	descriptive	docs boot-sequence.md, game-content.md, sprites-ui-dialog.md; blind review (medium); adjudicated PARTIAL	call:GAME_LoadSaveIcon; call:strcpy_; caller:MENU_Tick; caller:00431351; ref:004a2f3d	Picks the default save slot (0 load: most recent; 1 save: most recent unflagged) and loads its thumbnail.
00437c01	MENU_DrawSaveSlots	descriptive	docs sprites-ui-dialog.md; blind review (high); adjudicated AGREE	str:Empty; str:*%d. %s; call:strcat_; ref:004c53c0; caller:MENU_Tick	Draws the 10-slot save/load list.
0043a169	INPUT_Init	descriptive	docs engine.md; blind review (low); adjudicated PARTIAL	call:0044091d; call:00440bc2; call:0043b23e; ref:00626f84; caller:00415f00	Joystick setups, creates the message queue.
0043b31a	MGM_PostMessage	descriptive	blind review (high); adjudicated DOCSILENT	caller:0042493b; caller:00429061; caller:00408939; size:126	Pushes a 12-byte message onto a ring buffer.
0043d360	PHYS_IntegrateMotion	descriptive	docs ai-animation-runtime.md, research-log.md; blind review (high); adjudicated AGREE	ref:004a477c; const:250; const:278; ref:005e5388; caller:0043d83e	Forces/mass/dt into velocity with mode damping, collision, displacement.
0043d83e	PHYS_TickEntity	descriptive	docs animation-root-blending.md, research-log.md; blind review (high); adjudicated AGREE	str:physics mode unknown; call:SYS_FatalError; call:sqrt_; call:0043d360	Per-entity physics tick by mode.
00440757	INPUT_PollKeyboard	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:GetAsyncKeyState; ref:006308d8; const:fb; const:fd; caller:0042493b	256-entry key state with edge bits.
00440802	SYS_InitTimer	descriptive	docs animation-timing.md, research-log.md; blind review (high); adjudicated AGREE	imp:timeGetTime; const:3e8; ref:006309e8; ref:006309f0; caller:00424b4f	Timer init: periods 1000/rate.
00440890	SYS_UpdateTimer	descriptive	docs animation-timing.md, research-log.md; blind review (high); adjudicated AGREE	imp:timeGetTime; call:0045c26f; caller:INPUT_PostEvents; ref:006309dc	Timer poll.
0044091d	JOY_InitPovDevices	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:joyGetNumDevs; imp:joyGetDevCapsA; const:483; ref:006309f4; ref:00630848	Finds joysticks 0/1 with POV detection.
00440ad3	JOY_PollPov	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:joyGetPosEx; const:483; ref:00630848; caller:0042493b	Reads joystick N with POV.
00440bc2	JOY_InitDevices	descriptive	docs engine.md; blind review (medium); adjudicated AGREE	imp:joyGetDevCapsA; ref:006309ec; const:483; caller:0043a169	Copy of the init without POV.
00440d3d	JOY_Poll	descriptive	docs engine.md, research-log.md; blind review (medium); adjudicated AGREE	imp:joyGetPosEx; const:483; ref:00630848; caller:0042493b	Reads joystick N without POV.
00442786	ENT_PlaceAtFacingOffset	descriptive	docs ai-animation-runtime.md; blind review (medium); adjudicated PARTIAL	call:0045c1db; call:0045c1cf; const:10c; ref:004c585c	Places dst at src position + facing vector * radius.
00442944	ENT_SpawnAttackObject	descriptive	docs ai-animation-runtime.md; blind review (medium); adjudicated AGREE	ref:00630db8; call:00442786; call:00442e0d; const:3e8; call:0042cb78	Spawns an attack object from the 16-slot pool.
00442e0d	ENT_MoveAttackObject	descriptive	docs ai-animation-runtime.md; blind review (medium); adjudicated AGREE	ref:00633acc; call:00441726; call:0042bf20; const:1dc	Moves/homes an attack object.
00443619	ENT_ApplyDamage	descriptive	docs ai-animation-runtime.md; blind review (high); adjudicated AGREE	call:MGM_PostMessage; call:strncmp_; const:c350; ref:00633ac4; const:45	Applies damage (victim EAX, attacker EDX, amount EBX)
004440aa	ENT_ApplyAttackHit	descriptive	docs ai-animation-runtime.md; blind review (high); adjudicated AGREE	str:Project10; call:DDAT_LoadRecord; call:MGM_SendMessage; call:004115a1; call:00443619	Resolves an attack object's hit by type.
00444b8f	ENT_TickAttackObject	descriptive	docs ai-animation-runtime.md; blind review (high); adjudicated PARTIAL	call:004440aa; call:004432bf; call:0044346c; ref:004c59f4; caller:00407089	Per-tick update of an attack object.
004453ec	VID_ReleaseSurfaces	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:DeleteDC; imp:DeleteObject; ref:00633b18; ref:004a452c; caller:004460a9	Releases DirectDraw objects or the GDI DIB/DC.
0044549b	VID_Present	descriptive	docs engine.md; blind review (high); adjudicated AGREE	call:00445a57; call:004458bb; caller:004158e2; ref:00633b18; size:54	Present dispatcher DDraw/GDI.
004454d1	VID_SetMode	descriptive	docs engine.md; blind review (high); adjudicated PARTIAL	call:004455ad; call:0044554b; caller:00445955; caller:0043a9b9; ref:00633b1c	Sets the mode via the DDraw or GDI back end, stores the size.
004455ad	DDRAW_SetMode	descriptive	docs engine.md; blind review (high); adjudicated AGREE	str:Can't create primary surface under DirectDraw; const:218; const:f800; const:7c00; ref:004a4544	SetDisplayMode 16bpp, 565/555 check, primary + flip chain.
004458bb	GDI_Present	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:StretchBlt; imp:GetClientRect; const:cc0020; caller:0044549b	StretchBlt of the DIB.
00445955	DDRAW_Init	descriptive	docs engine.md; blind review (high); adjudicated AGREE	str:Can't start Direct Draw; str:Can't go to Direct Draw 2; str:Can't set DirectDraw mode; const:96000; call:004454d1	DirectDraw start-up.
00445a57	DDRAW_Present	descriptive	docs engine.md; blind review (high); adjudicated AGREE	const:887601c2; const:8876021c; call:memcpy_; caller:0044549b; size:349	Lock, copy, unlock, Flip, Restore.
00445bf2	VID_Lock	descriptive	docs engine.md; blind review (high); adjudicated AGREE	const:64; ref:004a4540; ref:00633b18; caller:00417fe7; size:77	Locks the back surface.
00445c3f	VID_Unlock	descriptive	docs engine.md; blind review (high); adjudicated AGREE	const:80; ref:004a4540; ref:00633b18; caller:00417fe7; size:69	Unlocks it.
00445c84	GDI_CreateDIB	descriptive	docs engine.md; blind review (high); adjudicated AGREE	imp:CreateDIBSection; imp:SelectObject; const:f800; ref:00633ae4; caller:0044554b	Creates the 565 DIB section frame buffer.
00446019	VID_Init	descriptive	docs engine.md; blind review (medium-high); adjudicated AGREE	const:280; const:1e0; ref:00633b18; call:00445398; caller:0041745e	Top-level video init.
004460cf	VID_CreateWindow	descriptive	docs engine.md; blind review (high); adjudicated AGREE	str:Dreams to Reality; imp:RegisterClassA; imp:CreateWindowExA; imp:AdjustWindowRectEx; caller:VID_Init	Registers the class and creates the main window.
004463e9	DSOUND_Init	descriptive	docs engine.md; blind review (high); adjudicated AGREE	call:0049b2ee; call:00446ebb; call:00446f98; caller:MGM_SendMessage; const:5dc	DirectSound start-up.
00446654	DSOUND_PlaySound	descriptive	docs boot-sequence.md; blind review (high); adjudicated AGREE	call:004471d8; call:00447390; call:00447457; ref:00633bf0; ref:00633b44	Plays a sound on a free voice.
00446ebb	DSOUND_CreatePrimary	descriptive	blind review (high); adjudicated AGREE	const:5622; const:58; ref:00633be8; caller:004463e9; size:221	Primary buffer, 22050 Hz 16-bit stereo.
00446f98	DSOUND_CreateChannels	descriptive	blind review (high); adjudicated AGREE	const:19000; const:2b110; const:4b000; const:e0; ref:00633b40	Voice buffers + 22k stereo + 11k mono buffers.
0044e9b0	HNM5_DecodeFrame640	descriptive	docs cryolib.md; blind review (medium); adjudicated AGREE	caller:00408b4e; ref:0060ce18; ref:0060ce14; const:780; size:25651	HNM5 IV chunk decoder.
00455278	ANIM_GetTrackEntry	descriptive	docs models.md, research-log.md; blind review (medium); adjudicated CONFLICT	size:16; ref:00661ee0; caller:004553f8	Returns track entry [track] of the clip record 0x661ee0[clip] (+0x18 holds the per-node tracks).
004553f8	ANIM_GetTrackByHandle	descriptive	docs models.md; blind review (medium); adjudicated CONFLICT	size:45; call:00455278; caller:00459800; const:10000	Splits a packed (clip << 16) | track handle and forwards to ANIM_GetTrackEntry.
00457a04	MDL_GetNodePosition	descriptive	docs animation-root-blending.md; blind review (high); adjudicated AGREE	call:00455358; size:50; caller:0043d83e; caller:0040b045	Copies a node's position (+0x1c) by handle (group<<16|node)
00457aa0	MDL_SetNodePosition	descriptive	docs animation-root-blending.md; blind review (high); adjudicated AGREE	call:00455358; call:0045b928; call:0045b9b0; caller:GAME_Tick; const:58	Sets node position; camera nodes also recompute the inverse translation.
004592e0	SW_SelectFlush	descriptive	docs engine.md; blind review (high); adjudicated AGREE	ref:004aa708; ref:004768cc; ref:00476dec; size:26	Picks the span flush routine.
00459320	REND_DrawFrame	descriptive	docs engine.md; blind review (medium); adjudicated AGREE (the reviewer saw this function's existing name in a helper file)	ref:004ac8c8; ref:00478800; ref:00661ee8; call:0047e700; call:004610e8	Renders one 3D frame.
004593a4	REND_DrawFrameEx	descriptive	docs engine.md; blind review (medium); adjudicated PARTIAL	call:00455358; call:0047e700; ref:004ac8c8; caller:0043eb67	Same, from an object handle.
0045941d	sprintf_	runtime	blind review (high); adjudicated DOCSILENT	call:vsprintf_; caller:0041592c; caller:GAME_LoadSaveIcon; size:33	sprintf.
00459808	ANIM_EvalTrackLinear	descriptive	docs animation-validation.md, models.md, research-log.md; blind review (high); adjudicated AGREE	call:0045bf68; call:0045bc28; call:0045bb84; caller:00459d60; ref:004c6054	Evaluates a linear-key track: slerp rotation keys (0x14) into +0x28, lerp position keys (0x10) into +0x1c.
004599ec	ANIM_EvalTrackBlendLinear	descriptive	docs animation-root-blending.md; blind review (high); adjudicated AGREE	caller:00459d60; call:0045bf68; call:0045bc28; call:0045bb84; const:100	Blends two linear-key tracks at frames fA and fB by a weight.
00459d60	ANIM_ApplyModelLinear	descriptive	docs animation-validation.md; blind review (high); adjudicated AGREE	call:00459808; call:004599ec; ref:00661ee0; caller:00405f1f	Applies a linear-key animation (or a blend of two) to every node of a model.
00459ec0	ANIM_ApplyEase	descriptive	docs animation-smoothing.md; blind review (medium); adjudicated AGREE	caller:0045a03c; size:249; ref:004c605c; ref:004c6064	Ease-to/ease-from remap of the key parameter.
0045a03c	ANIM_EvalTrackSpline	descriptive	docs animation-root-blending.md, animation-smoothing.md, animation-validation.md; blind review (high); adjudicated AGREE	call:00459ec0; call:00459fdc; call:00459fbc; ref:004aa710; const:3f800000	Evaluates a spline (TCB/Hermite) track: rotation keys 0x3c, position keys 0x30.
0045aa00	ANIM_EvalTrackBlendSpline	descriptive	docs animation-root-blending.md; blind review (high); adjudicated AGREE	caller:0045adb8; call:0045bf68; call:0045bc28; call:0045bb84; size:952	Two-track blend on spline-format keys (linear interpolation)
0045b86c	MATH_MulMat3	descriptive	docs file-formats.md, models.md; blind review (high); adjudicated AGREE	size:116; caller:REND_DrawObject; caller:00477ee0; caller:0043b6ff	Q15 3x3 matrix multiply.
0045b98c	MATH_SubVec3	descriptive	docs animation-root-blending.md; blind review (high); adjudicated AGREE	size:36; caller:0047b7e0; caller:0045e724	Integer Vec3 subtract.
0045bc28	MATH_QuatToMatrix	descriptive	docs file-formats.md, models.md, research-log.md; blind review (high); adjudicated AGREE	const:8000; ref:0066dff0; ref:0066e010; caller:00459808; caller:0045a03c	Fixed-point quaternion to Q15 3x3 matrix.
0045bf68	MATH_QuatSlerp	descriptive	docs file-formats.md; blind review (high); adjudicated AGREE	const:8000; const:80; call:__CHP; caller:004599ec; caller:0045aa00	Fixed-point quaternion slerp, t 0..256, acos/sin tables.
00473014	SW_DrawObjectFaces	descriptive	docs engine.md, scene-geometry.md; blind review (high); adjudicated AGREE	const:a4; const:c4; call:0046c8ec; call:0046fe20; caller:0047e498	Default per-object face submitter.
004731b8	SW_DrawObjectFacesPost	descriptive	docs engine.md; blind review (medium); adjudicated PARTIAL	const:a8; call:0046868c; call:00472924; caller:0047e700	Second face list (+0xa8), post-order hook.
004768cc	SW_FlushSpans	descriptive	docs engine.md; blind review (high); adjudicated AGREE	call:00476340; call:00476490; ref:00661ec0; ref:006726f8; size:1125	Scanline span flush direct.
00476dec	SW_FlushSpansScaled	descriptive	docs engine.md; blind review (medium); adjudicated PARTIAL	ref:00661ebc; ref:00661ec8; call:00476490; size:1348	Span flush through a line buffer with row repeat.
00477c35	fscanf_	runtime	blind review (high); adjudicated DOCSILENT	call:00477bd1; caller:CD_CopyFileList; size:33	fscanf.
00478800	SW_CollectFaceTriangles	descriptive	docs engine.md; blind review (medium); adjudicated PARTIAL	ref:006808e4; ref:006808e8; const:80; const:a4; size:375	Collects face triangles instead of rasterizing.
00478c2c	REND_TransformClipVertices	descriptive	docs models.md; blind review (medium); adjudicated AGREE	caller:REND_DrawObject; ref:00661ecc; ref:00661eb0; ref:004c6380; const:7c	Transforms vertices (+0x80, count +0x7c, stride 0x28) to camera space with clip outcodes.
00478dac	REND_ProjectSharedVertices	descriptive	docs models.md, research-log.md; blind review (medium); adjudicated PARTIAL; render-readback trace 2026-09-26 (out/scratch/sim-reads-projection.md), decompilation re-read	caller:REND_DrawObject; ref:004c6390; ref:00661e90; ref:00661e9c; ref:004c6388; const:80	Transforms the node's 0x80-flagged shared vertices by its matrix and projects them; used for bridging children.
0047b228	REND_ProjectVertices	descriptive	render-readback trace 2026-09-26 (out/scratch/sim-reads-projection.md); decompilation re-read	caller:REND_DrawObject; call:__CHP; ref:004c63a8; ref:00661ea8; ref:00661eac; ref:00661ed8; ref:00661ec0; const:40; size:218	Projects the node's 0x40-flagged vertices: K/z at +0x24, screen x/y at +0x1c/+0x20, outcodes in the flag byte.
0047b7e0	REND_LightObject	descriptive	docs models.md; blind review (medium); adjudicated AGREE	caller:REND_DrawObject; ref:00672700; call:0045ba10; call:0045ba70; ref:004c6408	Per-object lighting: light attenuation, flat/Gouraud shades.
0047e498	REND_DrawObject	descriptive	docs engine.md, file-formats.md, models.md; blind review (high); adjudicated AGREE	call:0045b86c; call:00473014; ref:004ac8d0; caller:0047e700; const:a8	Per-object render step.
0047e700	REND_DrawScene	descriptive	docs models.md; blind review (high); adjudicated PARTIAL	caller:REND_DrawFrame; caller:REND_DrawFrameEx; call:REND_DrawObject; call:00477ee0; ref:006808e4	Walks the object tree and draws each node.
0047f814	HNM6_StoreBlockRGB16	descriptive	docs cryolib.md; blind review (high); adjudicated AGREE	caller:HNM6_DecodeMacroblock; ref:004ac980; ref:004afdc8; ref:004b03c8	8x8 YUV to RGB16 store.
004802c4	HNM6_DecodeInterFrame	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:0048033c; caller:HNM6_DecompressFrame; const:130; ref:004aa790	Inter frame block loop.
00480d70	HNM6_DecodeInterBlock4x4	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:00480fd4; call:00481138; call:004812b8; ref:004b4628; ref:004bc6b8	Inter 4x4 block.
00480fd4	HNM6_DecodeInterBlock4x2	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:004812b8; caller:00480d70; ref:004b4638; ref:004bc6b8	Inter 4x2 block.
00481138	HNM6_DecodeInterBlock2x4	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:004812b8; caller:00480d70; ref:004b4658; const:f00	Inter 2x4 block.
004812b8	HNM6_DecodeInterBlock2x2	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	caller:00480fd4; caller:00481138; ref:004b4678; ref:004bc6b8	Inter 2x2 leaf.
004813d4	HNM6_DecodeIntraFrame	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:00481448; caller:HNM6_DecompressFrame; ref:004aa78c; const:130	Intra frame block loop.
00481448	HNM6_DecodeIntraBlock8x8	descriptive	docs cryolib.md; blind review (high); adjudicated DOCSILENT	call:HNM6_DecodeMacroblock; call:004816b4; caller:004813d4; ref:004c06b8	Intra 8x8 block.
004818a0	HNM6_DecodeIntraBlock4x2	descriptive	docs cryolib.md; blind review (medium); adjudicated DOCSILENT	caller:004816b4; ref:004b4638; ref:004b4678	Intra 4x2 sub-block.
00481978	HNM6_DecodeIntraBlock2x4	descriptive	docs cryolib.md; blind review (medium); adjudicated DOCSILENT	caller:004816b4; ref:004b4658; ref:004b4678	Intra 2x4 sub-block.
# Recovered from error strings; CryoLib HNM6 code proven identical (docs/cryolib.md)
004099d2	CAM_CompCameraPos	recovered	its own error string (identical in DREAMSFX.EXE)	str:unknown event in CAM_CompCameraPos	Raises "Dreams Internal Error : unknown event in CAM_CompCameraPos".
0040e75c	CTRL_Dispatcher	recovered	its own error string (identical in DREAMSFX.EXE)	str:unknown message type in CTRL_Dispatcher	Raises "Dreams Internal Error : unknown message type in CTRL_Dispatcher".
00435896	MENJ_Dispatcher	recovered	its own error string (identical in DREAMSFX.EXE)	str:unknown message type in MENJ_Dispatcher	Raises "Dreams Internal Error : unknown message type in MENJ_Dispatcher".
0043a306	MGM_SendMessage	recovered	its own error string (identical in DREAMSFX.EXE)	str:unknown message type in MGM_SendMessage	Raises "Dreams Internal Error : unknown message type in MGM_SendMessage".
0043a64c	MGM_DispatchMessages	recovered	its own error string (identical in DREAMSFX.EXE)	str:unknown message type in MGM_DispatchMessages	Raises "Dreams Internal Error : unknown message type in MGM_DispatchMessages".
0045c2a0	HNM6_Init_All_16	recovered	match_identical.py VERIFIED to CRYO.DLL 1002abf9; name from CryoLib export _GL_HNM6_Init_All_16@0 (one-call wrapper)	size:16	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0045c2b0	HNM6_Init_All_15	recovered	match_identical.py VERIFIED to CRYO.DLL 1002ac09; name from CryoLib export _GL_HNM6_Init_All_15@0 (one-call wrapper)	size:16	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
0045c2c0	HNM6_DecompressFrame	cryolib	match_identical.py VERIFIED to CRYO.DLL 1002ac1c	size:352	CryoLib HNM6 decoder linked into the game; see docs/cryolib.md.
